id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.31019,-71.04829,Private room,60,1,45,2019-08-09,0.62,3,239
1523288,"Beacon Hill - Family Ready 2 Bedroom, Top-floor",104324,Patrick,,Beacon Hill,42.35908,-71.06707,Entire home/apt,475,5,7,2015-04-21,0.11,1,178
1523772,Blue & White Haven,8130814,Lison,,Brighton,42.35373,-71.16107,Entire home/apt,90,30,0,,,1,290
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38159,-71.07892,Entire home/apt,109,2,35,2019-07-14,0.49,1,53
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37203,-71.06165,Entire home/apt,350,3,8,2019-07-25,0.52,1,239
1544702,Mary's Ocean View Metro Downtown,6608084,CarneyFamily,,Dorchester,42.30945,-71.04555,Private room,77,1,530,2019-08-18,7.33,7,247
1545185,Large 1Bed w/ Gorgeous Kitchen + Bath,697401,Nick,,Brighton,42.3484,-71.15696,Entire home/apt,140,1,105,2019-08-16,1.47,4,229
1551467,"Child-Friendly, Elegant, Quiet, Green 2BR Condo",1106261,Jonas,,Jamaica Plain,42.31013,-71.10288,Entire home/apt,159,2,6,2018-07-23,0.08,1,205
1552406,Central J.P 2 bd in Victorian nr Train +,8268084,Peggy,,Jamaica Plain,42.31166,-71.11491,Entire home/apt,300,4,58,2019-08-03,0.81,1,69
1584340,Spacious Beacon Hill Apartment,8441226,Justin,,Beacon Hill,42.3588,-71.06761,Entire home/apt,175,3,0,,,1,0
1584362,Grace's Harborview Fast T Downtown,6608084,CarneyFamily,,Dorchester,42.3105,-71.04812,Private room,63,1,567,2019-08-05,7.91,7,231
1587540,Cozy House on Bunker Hill in Boston,2004732,Finola,,Charlestown,42.3789,-71.06118,Entire home/apt,299,3,38,2019-06-09,0.59,1,200
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,,Roxbury,42.32502,-71.09479,Private room,78,28,19,2019-07-14,1.14,3,0
1615033,Ole North Church -1st in America,3637081,Jason Or Jose,,North End,42.36796,-71.05573,Entire home/apt,115,1,450,2019-08-02,6.21,6,339
1628130,Rare! Perfect pondside location near everything,333220,Hylton,,Jamaica Plain,42.31171,-71.11818,Entire home/apt,650,2,1,2016-07-23,0.03,1,0
1638584,Fort Hill Bedroom w/ Work Station,5243773,Chad & Mercy,,Roxbury,42.32514,-71.09264,Private room,79,1,9,2018-10-25,0.13,2,0
1644031,Large Private bedroom by Seaport,8725557,Brooke,,South Boston Waterfront,42.34017,-71.04763,Private room,105,1,208,2019-08-04,4.91,1,32
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28194,-71.13337,Private room,53,28,35,2018-11-18,0.49,2,330
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32371,-71.09458,Entire home/apt,150,2,183,2019-08-13,2.75,2,293
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31338,-71.11719,Entire home/apt,145,2,197,2019-08-11,2.78,1,331
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28607,-71.13236,Entire home/apt,133,90,7,2017-08-05,0.11,2,303
1722241,Bedroom in 2-bed apt close to the T,8023405,Artur,,Brighton,42.34081,-71.14869,Private room,70,1,44,2019-08-11,0.62,1,6
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.28291,-71.13268,Entire home/apt,110,7,42,2019-04-25,0.59,2,330
1732804,Private room in Boston,9090219,Thomas,,Dorchester,42.29041,-71.05853,Private room,70,1,119,2019-08-11,1.67,1,313
1754939,"Gorgeous, spacious townhouse in Boston",9228417,Alice,,Jamaica Plain,42.31227,-71.10086,Entire home/apt,165,1,18,2019-07-10,0.50,1,0
1757417,Queen in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.27754,-71.14348,Private room,60,1,67,2019-07-26,1.45,3,0
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28209,-71.13335,Private room,67,28,36,2019-07-01,0.51,2,311
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34364,-71.07024,Entire home/apt,900,4,39,2019-06-26,0.62,1,147
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,,Brighton,42.35509,-71.16242,Private room,99,1,286,2019-08-14,4.53,2,341
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.34947,-71.09265,Entire home/apt,192,30,2,2018-05-24,0.04,4,322
1821633,Queen Size Four Poster Bed,7799789,Bruce,,Dorchester,42.30958,-71.04792,Private room,100,1,197,2019-08-10,2.79,3,336
1860279,Gorgeous BackBay 2 bedroom!  Amazing location.,4789620,Pallavi,,Back Bay,42.34995,-71.08953,Entire home/apt,285,30,9,2016-02-19,0.13,1,363
1861070,Charming Gambrel on a sweet street,8879967,Joanne,,Roslindale,42.27691,-71.12823,Private room,75,2,44,2019-07-11,0.68,1,355
1864705,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.3434,-71.10106,Entire home/apt,298,3,12,2019-05-12,0.19,116,128
1867834,Lux 2 Bedroom Apt Near Waterfront w/wifi,9419684,Mike,,West End,42.36449,-71.069,Entire home/apt,293,7,4,2014-09-19,0.06,116,126
1867881,"Lux 2 Bedroom near Charles St w/gym, & WiFi",9419684,Mike,,West End,42.36512,-71.06926,Entire home/apt,312,7,6,2018-04-17,0.09,116,135
1868004,Lux 1 Bedroom near Charles St w/gym & WiFi,9419684,Mike,,West End,42.36325,-71.06736,Entire home/apt,217,7,6,2015-04-26,0.09,116,133
1868124,Lux Downtown Boston 1 Bedroom Apt w/pool,9419684,Mike,,Downtown,42.35131,-71.06351,Entire home/apt,244,3,10,2019-02-01,0.16,116,135
1868513,Lux 1 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.3462,-71.07857,Entire home/apt,231,3,6,2015-01-06,0.09,116,115
1873046,"Cute 1 Bedroom Apartment, Downtown Boston",2356643,Voyage,,Downtown,42.35284,-71.06261,Entire home/apt,195,2,120,2019-07-22,1.86,12,170
1881180,Private Rm+Bath in Beautiful Condo,115522,Nate + Danielle,,Dorchester,42.29595,-71.06134,Private room,90,2,90,2019-08-03,1.34,1,3
1881298,Private Apartment- Minutes from T!,1920539,Caitlin & Dan,,Jamaica Plain,42.30026,-71.11181,Entire home/apt,115,1,478,2019-08-06,6.80,1,203
1885386,Boston Large Private Bedroom  - walk to Train,6391436,Robin,,Jamaica Plain,42.30885,-71.11643,Private room,85,2,218,2019-08-11,3.30,3,72
1885825,Boston WALK TO TRAIN Room for 3 private bath,6391436,Robin,,Jamaica Plain,42.30968,-71.1176,Private room,70,2,242,2019-08-11,3.69,3,48
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.36056,-71.07141,Entire home/apt,230,7,1,2015-07-24,0.02,1,0
1887507,Location!! Downtown Near Waterfront,970787,Poli,,South Boston,42.34066,-71.05117,Private room,100,2,71,2018-11-17,1.01,2,14
1887581,"Beautiful 2bdrm, Near Convention Ctr, Waterfront",970787,Poli,,South Boston,42.34098,-71.05023,Entire home/apt,250,2,131,2019-06-26,1.87,2,58
1899770,Stay in the heart of the South End,2120544,Samuel,,South End,42.34025,-71.07664,Private room,125,2,7,2016-04-22,0.15,1,0
1937433,"Clean Getaway-near BU, BC, Harvard.",10024266,Jarah,,Brighton,42.34799,-71.14259,Private room,68,1,19,2017-11-19,0.48,1,0
1944976,1 room with queen bed in Boston...,10060070,Diana,,Dorchester,42.31161,-71.04613,Private room,76,2,5,2015-09-06,0.09,1,0
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.30829,-71.12399,Entire home/apt,599,2,105,2019-05-20,1.54,1,1
1961034,1BR in Brighton,10133129,Alp,,Brighton,42.34001,-71.15543,Entire home/apt,114,1,1,2016-05-21,0.03,1,0
1964878,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34597,-71.0783,Entire home/apt,293,3,13,2017-09-30,0.20,116,109
1966195,Lux Downtown Boston 2 Bedroom Apt w/pool,9419684,Mike,,Downtown,42.3509,-71.06321,Entire home/apt,312,3,34,2018-09-09,0.52,116,362
2000797,"Sea view,balcony,15min by metro to center,safe st",9898255,Jessica,,Dorchester,42.31502,-71.06115,Private room,70,2,138,2019-07-29,2.21,5,348
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30711,-71.10582,Private room,120,2,37,2019-05-27,0.54,1,365
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34126,-71.15717,Private room,70,3,211,2019-08-14,3.36,2,209
2016500,Studio Apartment in Fenway,10370843,Marco,,Fenway,42.34582,-71.08936,Entire home/apt,150,1,5,2016-05-01,0.11,1,0
2021483,Spacious Updated 2 Bed Boston Condo,10197317,Shannon,,South Boston,42.33535,-71.04741,Entire home/apt,500,1,7,2019-04-29,0.19,2,339
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33323,-71.04933,Private room,200,1,78,2019-08-15,1.92,2,338
2022303,LOCATION! Modern 2BD 2 BA w/Parking,10393465,Gary,,South Boston,42.34179,-71.05274,Entire home/apt,250,2,175,2019-08-06,2.57,2,284
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.35046,-71.08894,Entire home/apt,150,3,34,2016-08-14,0.50,1,0
2114274,Sunny private room with comfy bed,2152299,Isaac & CK,,Allston,42.35136,-71.12615,Private room,80,10,45,2019-03-25,0.67,1,199
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35672,-71.07147,Entire home/apt,165,5,92,2019-08-12,1.41,1,205
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.35447,-71.06011,Entire home/apt,300,2,7,2017-06-18,0.10,1,0
2183058,Historic Boston North End Condo,11132080,Cindy & Mark,,North End,42.36429,-71.05452,Entire home/apt,195,4,158,2019-08-13,2.39,1,261
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,,Allston,42.35159,-71.13347,Entire home/apt,135,30,47,2019-02-28,0.85,1,80
2187640,Lux Downtown Boston 1 Bedroom Apt w/pool,9419684,Mike,,Chinatown,42.35136,-71.06236,Entire home/apt,220,2,3,2014-10-12,0.05,116,135
2187766,Lux Downtown Boston 2 Bedroom Apt w/pool,9419684,Mike,,Chinatown,42.35164,-71.06215,Entire home/apt,312,3,27,2019-05-22,0.41,116,362
2215762,Boutique South End,5430185,Laura,,South End,42.34415,-71.07273,Entire home/apt,175,30,27,2019-07-22,0.42,7,177
2219399,Sunny Private Room & Bath in JP: Breakfast+Parking,1624549,Andrew,,Jamaica Plain,42.30073,-71.11431,Private room,112,2,148,2019-08-16,2.30,1,339
2246959,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34648,-71.07968,Entire home/apt,293,3,25,2017-06-30,0.38,116,109
2247190,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34649,-71.07963,Entire home/apt,285,3,18,2017-08-05,0.27,116,109
2277821,Sparkling New 2BR / 2BA in Back Bay,9410008,Jason,,Back Bay,42.34924,-71.08453,Entire home/apt,425,2,160,2019-07-17,2.44,19,332
2278704,Victorian queen,11631886,Cynthia,,Mattapan,42.28192,-71.09514,Private room,57,1,134,2019-08-17,2.07,4,350
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34032,-71.07572,Entire home/apt,175,1,66,2019-07-20,1.10,6,303
2295530,Sunlit & Beautiful in Boston's J.P. neighbourhood,11725202,Alicia And Kostas,,Jamaica Plain,42.31779,-71.10514,Private room,79,2,316,2019-08-17,4.86,2,58
2301709,Luxurious Priv. Roof Deck|City Views| 2BR 1.5BA #5,1444340,Will,,South End,42.33726,-71.07633,Entire home/apt,250,2,111,2019-07-28,1.69,50,0
2323787,Guest Room near Longwood & Northeastern Univ.,11869054,Nami,,Roxbury,42.33041,-71.0914,Private room,95,1,19,2019-07-21,1.58,1,43
2372459,Upscale Spacious 1 Bedroom Apartment in North End,12119638,Alex,,North End,42.36495,-71.05721,Entire home/apt,99,2,30,2018-06-25,1.18,1,0
2372987,Modern South End Pied a Terre | 1BR 1BA,814298,Brent,,South End,42.33671,-71.07546,Entire home/apt,164,2,82,2019-07-14,1.23,89,42
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31144,-71.11864,Entire home/apt,135,2,120,2019-08-10,1.85,3,132
2395326,Classic South End Brownstone-1 BR,12230539,Tim,,South End,42.34643,-71.07092,Entire home/apt,119,1,377,2019-07-27,5.67,1,19
2410846,Sunny Beacon Hill private 1 bedroom,3137257,Local Furnished Rentals,,Downtown,42.35777,-71.06218,Entire home/apt,125,28,34,2019-08-05,0.54,8,235
2429961,Most Beautiful Street in the Back Bay one bedroom,3137257,Local Furnished Rentals,,Back Bay,42.35086,-71.08099,Entire home/apt,175,4,77,2019-08-12,1.21,8,216
2495047,Studio Spectacular,5430185,Laura,,South End,42.34189,-71.07254,Entire home/apt,140,31,23,2019-06-06,0.38,7,335
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.3438,-71.1563,Entire home/apt,52,60,11,2019-06-30,0.18,2,188
2547075,"Best location in Boston!! Bright, modern  studio",3137257,Local Furnished Rentals,,Downtown,42.35985,-71.05779,Entire home/apt,150,4,61,2019-08-08,0.94,8,224
2547129,"Heart of Boston, MOdern 1 bedroom by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36277,-71.05939,Entire home/apt,175,3,78,2019-08-06,1.28,8,58
2549840,Spacious|Well-Appointed So End Suite 2.5 BR 2.5 BA,814298,Brent,,South End,42.33711,-71.07713,Entire home/apt,417,2,125,2019-08-02,1.90,89,0
2592416,Spacious family friendly home,13271600,Carol,,Jamaica Plain,42.30704,-71.10337,Entire home/apt,450,2,9,2019-04-16,0.14,1,0
2649521,Modern Southie Condo near BCEC!!,13563081,Sean,,South Boston Waterfront,42.34317,-71.05339,Entire home/apt,600,4,9,2016-09-30,0.14,1,138
2656568,1 Bedroom Apartment Copley,13597630,Lee,,Back Bay,42.34807,-71.07664,Entire home/apt,600,1,0,,,1,0
2657905,Boston  Best One Bdrm duplex (h2c),5578043,Dror,,North End,42.36485,-71.05233,Entire home/apt,119,2,116,2019-07-28,1.81,10,304
2658094,Boston  Little Italy 2 Bdrms  (H2D),5578043,Dror,,North End,42.36666,-71.05193,Entire home/apt,299,2,139,2019-08-13,2.20,10,321
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35322,-71.13227,Private room,85,2,12,2016-09-09,0.18,1,0
2694019,Back Bay apt. Close to Marathon Finish Line!,12985903,Gina,,South End,42.34667,-71.0755,Entire home/apt,250,1,59,2019-05-22,0.91,1,89
2701124,Charlesview Suites Back Bay ,13822322,Varouj,,Back Bay,42.34507,-71.08601,Entire home/apt,280,3,73,2019-07-31,1.21,1,297
2706986,"In the heart of Boston, steps away from everything",501255,Jeff,,Bay Village,42.35015,-71.06793,Private room,125,1,34,2017-11-12,0.67,1,0
2715779,MARATHON WEEK AT THE CUSTOM HOUSE,178829,John,,Downtown,42.35794,-71.05221,Private room,400,3,0,,,1,0
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Back Bay,42.34952,-71.07101,Entire home/apt,200,2,22,2019-06-23,0.35,1,6
2737853,South End Chic,14008862,Mariel,,South End,42.34322,-71.07211,Entire home/apt,160,3,5,2015-07-06,0.08,1,0
2747654,Nice Furnished Apt by Theater District,2356643,Voyage,,Downtown,42.35033,-71.065,Entire home/apt,175,2,165,2019-05-26,2.57,12,153
2754149,Mission Hill Red Room for 2,14050476,Carl,,Mission Hill,42.3274,-71.10508,Private room,65,3,94,2019-07-29,1.45,1,252
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35757,-71.06366,Entire home/apt,150,29,99,2018-10-10,1.58,1,247
2764624,Star light room,6103425,Steve,,Dorchester,42.30301,-71.06355,Private room,88,1,179,2019-07-30,2.78,5,354
2776391,Heart of Boston! New Modern  2 bedroom 2 bath loft,3137257,Local Furnished Rentals,,Downtown,42.36019,-71.05588,Entire home/apt,290,4,173,2019-08-06,2.82,8,215
2794782,Green Home (Queen size bed),10273324,Steven,,Dorchester,42.28284,-71.07116,Private room,65,4,55,2019-04-14,0.86,2,0
2798599,Boston's Most Historic District!,14099596,Robert,,Charlestown,42.37407,-71.06016,Private room,139,2,42,2019-08-09,1.89,1,323
2798787,A private room on Sunnyside,13372537,Molly,,Jamaica Plain,42.32451,-71.10541,Private room,75,1,240,2019-08-09,3.75,1,292
2807040,Sunny Lower Mills Room Single Person/Close Couple,14358116,Michelle,,Mattapan,42.27479,-71.06772,Private room,50,30,29,2018-07-09,1.55,1,0
2811937,Green Home (Full size bed),10273324,Steven,,Dorchester,42.28439,-71.06912,Private room,65,4,69,2019-08-12,1.08,2,358
2816133,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.35257,-71.06362,Entire home/apt,239,28,3,2014-09-25,0.05,116,0
2842124,Charming 1-bedroom in the North End,12312638,Peter,,North End,42.36378,-71.05564,Entire home/apt,175,30,40,2018-09-01,0.63,1,122
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28195,-71.14102,Private room,85,1,75,2017-12-31,1.17,2,230
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34623,-71.07364,Private room,140,2,172,2019-06-26,2.66,5,73
2862120,Beacon Hill Sofabed in Living room,1416883,Roger,,Beacon Hill,42.3602,-71.0684,Shared room,50,3,127,2019-08-13,1.97,2,63
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,,Charlestown,42.38241,-71.07086,Entire home/apt,595,1,0,,,7,365
2880944,2BD Pond-side condo in JP for longer-term rentals,5052732,Josh+Kate,,Jamaica Plain,42.31395,-71.11601,Entire home/apt,185,7,6,2017-07-01,0.10,1,0
2881388,3BR / 2BA + Prvt Deck in Back Bay,9410008,Jason,,Back Bay,42.34762,-71.08495,Entire home/apt,695,2,173,2019-07-31,2.73,19,319
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26118,-71.11989,Entire home/apt,249,2,89,2019-08-04,1.40,1,9
2892825,Luxury Sunny Hill Townhouse Unit #1,14785487,Aihua,,Roxbury,42.31111,-71.08654,Entire home/apt,450,4,13,2019-07-26,0.23,10,327
2931165,Victorian Full Bed,11631886,Cynthia,,Mattapan,42.2795,-71.09377,Private room,49,1,129,2019-08-12,2.03,4,352
2931271,3 bedrooms in Victorian home.,11631886,Cynthia,,Mattapan,42.281,-71.0941,Private room,139,2,48,2019-07-30,0.78,4,361
2931870,Victorian In-law,11631886,Cynthia,,Mattapan,42.27921,-71.09527,Private room,72,2,86,2019-03-17,1.35,4,362
2943438,Beacon St Apt by Charles River,14338198,Maryanne,,Fenway,42.35042,-71.09295,Entire home/apt,175,60,8,2015-06-18,0.13,1,326
2943893,"Spacious, cozy 1 BR apt in Boston",7134587,Gabriela,,Brighton,42.34217,-71.15294,Entire home/apt,99,10,0,,,1,0
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31804,-71.11687,Private room,95,4,27,2019-06-27,0.42,2,0
3068453,Large Studio in Theater District,2356643,Voyage,,Downtown,42.35188,-71.06418,Entire home/apt,175,2,184,2019-07-22,2.91,12,188
3094942,Cozy room close to Downtown!,15695135,Bryan,,Dorchester,42.31912,-71.05745,Private room,60,2,11,2019-08-04,0.18,1,201
3129309,☼ Modern- near old north church,3637081,Jason Or Jose,,North End,42.36571,-71.0556,Entire home/apt,125,1,379,2019-08-04,5.98,6,324
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23597,-71.13151,Entire home/apt,91,30,33,2019-08-01,0.54,8,322
3181719,"Luscious, double room private bath, free parking.",7640908,Tom,,Brighton,42.34858,-71.15872,Private room,115,3,109,2019-08-08,1.75,1,312
3182652,Unique Penthouse in Central Boston,2555135,Louise,,Downtown,42.35057,-71.06423,Entire home/apt,350,1,5,2015-09-05,0.08,1,0
3193484,Very Short Walk to the Red Line!,16186589,Marie,,Dorchester,42.28819,-71.06921,Private room,65,30,6,2019-08-09,0.13,25,301
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28703,-71.13354,Entire home/apt,125,3,112,2019-08-11,1.82,1,226
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31503,-71.06214,Entire home/apt,120,2,185,2019-07-29,2.96,5,334
3298104,SPACIOUS ROOM WITH QUEEN BED,14987475,Susan,,Dorchester,42.31158,-71.05121,Private room,95,3,16,2019-04-14,0.26,1,11
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,,Back Bay,42.35258,-71.0826,Entire home/apt,175,28,251,2019-07-20,3.99,2,115
3309941,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.3433,-71.10016,Entire home/apt,298,3,28,2018-10-09,0.46,116,128
3318814,Private Room in a Boston Smart House w/ Backyard!,16755950,Matt,,Brighton,42.36005,-71.14669,Private room,75,1,0,,,1,0
3325306,Southie Condo Near Convention Center and Beach,10849730,Kara,,South Boston,42.33489,-71.03295,Entire home/apt,370,1,19,2019-07-14,0.30,2,8
3343428,Brownstone Custom Bedroom Park & Garden Views by T,11228809,Jonathan,,Roxbury,42.32953,-71.09275,Private room,95,2,209,2019-08-12,4.73,6,53
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31322,-71.0617,Private room,70,2,88,2019-08-10,1.42,5,356
3377100,Beacon Hill Townhouse near MGH,7629859,Bernardo,,Beacon Hill,42.35669,-71.07297,Entire home/apt,275,3,105,2019-07-05,1.68,1,297
3389896,Premium Boston Apartment,17102895,Tareq,,Dorchester,42.29641,-71.05541,Private room,59,1,4,2015-10-02,0.08,1,0
3410087,Back Bay Boston Studio,17194624,Bernie,,Back Bay,42.35273,-71.08194,Entire home/apt,119,2,198,2019-07-28,3.19,2,291
3414993,Gorgeous Condo w Huge Patio Back Bay Boston Common,7849580,Ann-Marie,,Downtown,42.35155,-71.06816,Entire home/apt,550,2,0,,,1,0
